Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Age,Price_per_Unit_Weight,Item_Visibility_Log,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Non_Consumable,Item_Fat_Content_Regular,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Age_Category_Mid,Outlet_Age_Category_Old
-0.7337898121564272,-0.7100665976050451,Fruits and Vegetables,0.4707092935866807,9,26,0.6538570448267645,-0.7183927926050309,True,False,False,0,True,True,False,False,False,True,False,False,True
1.0964314630817198,-0.45766572256630567,Household,0.4578765639075415,7,23,-0.40857576203553775,-0.45223833653442774,True,False,False,1,False,False,True,True,False,False,True,True,False
1.0103034030705131,0.1317854371921407,Meat,-0.4826253363993878,8,28,-0.7965867632705376,0.15738655244045555,True,False,False,0,True,False,True,False,False,True,False,False,True
-0.9867909884393478,-0.8203622091183161,Fruits and Vegetables,-1.6035529217191273,7,23,-0.9639958505052685,-0.8356902518067321,True,False,False,0,False,False,True,True,False,True,False,True,False
-0.012467309562569341,1.3890507797009006,Snack Foods,0.21837491375831886,8,28,-0.08203005874700219,1.4051937582201997,True,False,False,0,False,False,True,False,False,True,False,False,True
0.9241753430593058,0.6185646332945105,Fruits and Vegetables,1.331937989621029,4,40,0.040505373136703104,0.6487127733007183,False,False,False,0,True,False,True,False,False,True,False,False,True
1.0103034030705131,-1.1462003755711752,Dairy,0.47066772232183424,4,40,-0.3762146333982701,-1.1858135233358458,False,False,False,0,False,False,True,False,False,True,False,False,True
-0.1631914145821813,1.2985779858859243,Fruits and Vegetables,0.779973921727457,2,18,0.3632515978984343,1.3176668283550745,True,False,False,0,True,False,True,True,False,True,False,True,False
0.20285284046544796,-0.7896370320060774,Others,-1.612599468507636,8,28,-1.2165085035409466,-0.802953321673433,True,False,False,1,False,False,True,False,False,False,True,False,True
0.19208683296404733,-0.2699411586293606,Snack Foods,1.4245076030652677,5,40,0.49287633162061645,-0.25629801404953867,False,False,True,0,True,True,False,False,True,True,False,False,True
1.5270717631377544,0.6284743858442453,Baking Goods,0.4430228311989437,0,27,-0.5319105655904683,0.6586049518807184,False,False,False,0,True,False,True,False,True,True,False,False,True
-1.0944510634533562,0.21061195654265122,Meat,-1.2650860789185199,3,16,-0.5886603931059566,0.23767798047578692,False,True,False,0,False,True,False,False,True,True,False,True,False
1.3655816506167415,0.7864599395118413,Household,-1.7004139688113609,1,38,-1.355080842072444,0.815728186450754,True,False,False,1,False,False,False,False,True,False,True,False,True
-1.4637251207514057,-0.24534649088509267,Soft Drinks,-1.5812515370238074,9,26,-0.7108012011803727,-0.23075240571477693,True,False,False,0,True,True,False,False,False,False,False,False,True
0.7411532155354916,-0.828589840444591,Household,1.850872088699293,8,28,0.3713029896735872,-0.8444646510593179,True,False,False,1,False,False,True,False,False,False,True,False,True
0.6119611255186809,1.4560941175522577,Hard Drinks,1.7721041351840767,1,38,0.40698745745837345,1.4698360736795746,True,False,False,0,False,False,False,False,True,False,False,False,True
0.6873231780284873,-1.1560531349609935,Fruits and Vegetables,-0.5699345859457483,5,40,-0.7652864988159263,-1.1964856002842272,False,False,True,0,True,True,False,False,True,True,False,False,True
1.0318354180733145,-0.5888199664528476,Fruits and Vegetables,-0.9749666171343365,3,16,-1.0169173892815822,-0.5901479285010938,False,True,False,0,True,True,False,False,True,True,False,True,False
1.7962219506727761,0.9161962470750423,Health and Hygiene,1.4282106434262054,2,18,-0.23399904410204606,0.9439442340034352,True,False,False,1,False,False,True,True,False,False,True,True,False
0.9349413505607068,-0.4619232144878177,Snack Foods,-0.7178771241654613,8,28,-0.8864479589048188,-0.45670192395457326,True,False,False,0,True,False,True,False,False,True,False,False,True
0.3428109379836593,-0.11776565639987945,Breads,1.8955580006196258,7,23,0.6447267449170139,-0.09870027379902926,True,False,False,0,True,False,True,True,False,True,False,True,False
-1.052463634197893,-0.24534649088509267,Household,0.25409742141983593,1,38,0.8572627554358222,-0.23075240571477693,True,False,False,1,False,False,False,False,True,False,True,False,True
-0.120127384576578,-0.8823563850791678,Canned,-1.352353757200034,2,18,-1.008294654812419,-0.90188830574912,True,False,False,0,False,False,True,True,False,True,False,True,False
0.8272812755466982,-0.762596390669431,Health and Hygiene,0.7820364960217621,7,23,-0.17063819296394872,-0.7741813665700061,True,False,False,1,False,False,True,True,False,False,True,True,False
-1.679045270779423,-0.7168806133890557,Household,0.31683485565233954,8,28,2.3429394233946015,-0.7256217571418203,True,False,False,1,False,False,True,False,False,False,True,False,True
0.47200302800046956,-0.2864712119448336,Household,-0.0344647168274075,1,38,-0.43582939025839346,-0.273483438232866,True,False,False,1,False,False,False,False,True,False,True,False,True
0.6119611255186809,1.33125224676672,Household,-0.6752953578042798,5,40,-0.7990046338757307,1.349316321222361,False,False,True,1,False,True,False,False,True,False,True,False,True
-0.9491099621844445,0.5836444921354842,Canned,-1.4641516795305582,7,23,-0.8494842220949828,0.6138199967432154,True,False,False,0,False,False,True,True,False,True,False,True,False
-0.6261297371424186,-0.1356883797569687,Frozen Foods,1.4367935107221959,1,38,1.2917322376298164,-0.11720459875289072,True,False,False,0,True,False,False,False,True,True,False,False,True
0.794983253042496,1.079940517186532,Fruits and Vegetables,0.5063486587185048,6,21,-0.2867573895255222,1.1047378778445853,True,False,False,0,False,False,True,True,False,True,False,True,False
0.3643429529864609,-0.5469478531425755,Fruits and Vegetables,-0.5145200899054276,3,16,-0.6516858179576587,-0.5460275686802201,False,True,False,0,True,True,False,False,True,True,False,True,False
